gene_symbol	Ensembl_ID	length	R20240001_01_EKRN240009369-1A_22375FLT4_L6	R20240001_03_EKRN240009371-1A_22375FLT4_L6	R20240001_04_EKRN240009372-1A_22375FLT4_L6	R20240001_02_EKRN240009370-1A_22375FLT4_L6
MPP7-DT	ENSG00000282996	843	0	0	0	0
ZNF101P1	ENSG00000237746	1720	0	0	0	0
U3	ENSG00000222666	213	0	0	0	0
LINC02652	ENSG00000237128	273	0	0	0	0
RPSAP10	ENSG00000224439	878	0	0	0	0
RN7SKP39	ENSG00000222705	322	0	0	0	0
WAC-AS1	ENSG00000254635	3387	959	1069	1054	1066
WAC	ENSG00000095787	12780	6385	6673	6219	7639
RNU4ATAC6P	ENSG00000252401	126	0	0	0	0
TPRKBP1	ENSG00000231911	481	0	0	0	0
RNU6-1067P	ENSG00000207483	107	0	0	0	0
BAMBI	ENSG00000095739	2139	184	177	150	215
	ENSG00000236716	517	0	0	0	0
RNU6-270P	ENSG00000201001	105	0	0	0	0
LINC00837	ENSG00000235824	5296	0	0	0	0
	ENSG00000271220	241	0	0	0	0
ADGRA1-AS1	ENSG00000256925	5419	0	0	0	0
RPL5P28	ENSG00000235264	693	0	0	0	0
UTF1	ENSG00000171794	1214	0	0	0	0
VENTX	ENSG00000151650	2459	0	0	0	0
MIR202HG	ENSG00000166917	1307	0	0	0	0
MIR202	ENSG00000284219	110	0	0	0	0
	ENSG00000273980	408	4	1	2	3
ADAM8	ENSG00000151651	4763	6	0	3	7
ZNF511	ENSG00000198546	2289	292	174	276	406
ZNF511-PRAP1	ENSG00000283496	1044	0	0	0	0
CALY	ENSG00000130643	3010	122	12	220	239
BANF1P2	ENSG00000230306	264	34	18	22	32
	ENSG00000226699	184	13	0	8	9
PRAP1	ENSG00000165828	749	9	2	11	8
FUOM	ENSG00000148803	1270	328	65	359	459
ECHS1	ENSG00000127884	1277	2274	766	1983	2699
MIR3944	ENSG00000265395	108	0	0	0	2
	ENSG00000274685	134	1	0	1	0
PAOX	ENSG00000148832	2250	5	0	8	18
ERCC6	ENSG00000225830	23104	515	709	545	650
HMGB1P50	ENSG00000271237	607	1	0	1	0
CHAT	ENSG00000070748	6588	3413	1299	2959	3428
SLC18A3	ENSG00000187714	2411	1055	113	959	1354
C10ORF53	ENSG00000178645	5804	327	272	225	285
ZNF248	ENSG00000198105	7291	1164	1181	1012	1252
NCOA4	ENSG00000266412	3988	2895	3112	2780	3347
DRGX	ENSG00000165606	3078	46	45	40	67
PTER	ENSG00000165983	4003	398	1389	457	576
OTUD1	ENSG00000165312	3303	95	112	123	147
EIF5AL1	ENSG00000253626	3908	201	381	363	412
HMX2	ENSG00000188816	1614	93	15	106	123
PARG	ENSG00000227345	5158	1771	2511	1586	1982
FZD8	ENSG00000177283	4050	240	121	235	327
TIAL1	ENSG00000151923	7355	4514	7006	3595	4854
SLC16A9	ENSG00000165449	4197	552	736	650	689
FAM107B	ENSG00000065809	7019	3189	5224	3441	3706
IDI1	ENSG00000067064	4294	4468	6688	3564	4894
SFR1	ENSG00000156384	1806	262	749	243	258
	ENSG00000286489	903	0	0	0	0
	ENSG00000224817	914	0	0	0	1
NPM3	ENSG00000107833	928	2398	896	2605	3185
OGA	ENSG00000198408	7247	4805	6217	5634	5742
KCNIP2-AS1	ENSG00000226009	1234	3	0	9	11
KCNIP2	ENSG00000120049	3397	89	0	79	85
KNDC1	ENSG00000171798	23301	1	0	1	16
FGF8	ENSG00000107831	1443	72	33	81	124
	ENSG00000285587	2848	39	24	35	38
GFRA1	ENSG00000151892	10655	4034	3564	4458	5203
RNU1-19P	ENSG00000200176	165	0	0	0	0
MMRN2	ENSG00000173269	5086	3	0	2	9
	ENSG00000281974	1199	0	0	0	0
SNCG	ENSG00000173267	1264	21	9	27	24
ADIRF-AS1	ENSG00000272734	5748	0	0	1	0
ADIRF	ENSG00000148671	758	0	0	0	0
	ENSG00000273413	465	0	0	0	0
	ENSG00000271880	3078	0	0	0	0
BMS1P3	ENSG00000240089	932	0	0	0	0
	ENSG00000151303	4560	0	0	0	0
	ENSG00000272508	1238	0	0	0	0
AGAP11	ENSG00000261011	1740	0	0	0	0
	ENSG00000229969	234	0	0	0	0
FAM25A	ENSG00000188100	357	0	0	0	0
	ENSG00000271573	294	0	0	0	0
RNU6-529P	ENSG00000200253	104	3	0	1	4
SHLD2	ENSG00000122376	4239	2086	3748	1758	2266
	ENSG00000237280	688	0	0	2	2
RN7SL733P	ENSG00000273946	329	0	0	0	1
RAB18	ENSG00000099246	14362	1713	3960	1641	1815
ADGRA1	ENSG00000197177	4357	2	0	0	0
GPAM	ENSG00000119927	9809	1403	1698	1262	1539
TECTB	ENSG00000119913	3935	0	0	0	0
MIR6715B	ENSG00000283688	77	0	0	0	0
MIR6715A	ENSG00000276857	79	0	0	0	0
GUCY2GP	ENSG00000243316	3268	0	0	0	0
	ENSG00000232934	3256	7	15	2	7
	ENSG00000234017	241	1	0	1	0
ZEB1	ENSG00000148516	8650	4214	7628	3762	4448
ARL6IP1P2	ENSG00000225355	563	1	1	0	0
RNU6-811P	ENSG00000206796	107	0	0	0	0
	ENSG00000234918	335	0	0	0	0
LINC00993	ENSG00000235687	1175	0	0	0	0
RN7SL314P	ENSG00000244402	292	0	0	0	0
Y_RNA	ENSG00000252621	110	0	0	0	0
TMEM161BP1	ENSG00000237970	1457	0	0	0	0
VN1R53P	ENSG00000236313	957	0	0	0	0
TUBGCP2	ENSG00000130640	14147	2523	779	2294	2922
ZDHHC6	ENSG00000023041	9250	1531	2238	1153	1605
CEP57L1P1	ENSG00000224725	1201	0	4	0	1
EIF4EBP2	ENSG00000148730	7491	9468	7718	8471	10810
NODAL	ENSG00000156574	2086	25	7	37	26
	ENSG00000280401	1728	40	22	31	39
YY1P1	ENSG00000230661	668	0	0	0	0
	ENSG00000237224	2345	0	0	0	0
EBF3	ENSG00000108001	7596	3945	3479	4801	5138
C10ORF143	ENSG00000237489	6811	4	0	5	2
	ENSG00000277218	430	6	0	4	4
CTAGE7P	ENSG00000233122	2436	14	24	21	18
PPIAP32	ENSG00000233319	472	1	0	0	0
GLRX3	ENSG00000108010	5189	3257	4218	3316	3929
	ENSG00000286514	746	0	0	0	0
	ENSG00000233256	454	0	0	0	0
Y_RNA	ENSG00000202508	108	0	0	0	0
	ENSG00000227175	380	0	0	2	0
PRPF18	ENSG00000165630	1844	230	487	250	299
RPL6P24	ENSG00000227474	864	0	0	0	0
	ENSG00000282246	2179	0	0	1	0
	ENSG00000239665	15012	309	312	296	326
	ENSG00000273474	345	0	0	2	1
	ENSG00000225112	373	0	0	0	0
RNA5SP301	ENSG00000199407	121	1	0	0	1
ACSL5	ENSG00000197142	4137	5	0	16	7
MIR107	ENSG00000198997	81	0	0	0	0
	ENSG00000232936	2092	5	10	6	7
	ENSG00000225836	368	0	0	0	0
	ENSG00000240996	667	4	19	9	7
MIR5100	ENSG00000263795	119	0	0	0	0
LINC02623	ENSG00000234944	1714	0	0	0	1
LINC01264	ENSG00000229630	500	0	0	0	0
RET	ENSG00000165731	8973	117	42	128	127
CSGALNACT2-DT	ENSG00000273008	1511	32	24	51	60
CSGALNACT2	ENSG00000169826	3765	843	1479	736	985
RASGEF1A	ENSG00000198915	6219	3	0	1	1
LINC02633	ENSG00000224265	391	0	0	0	0
	ENSG00000285712	1590	0	0	0	0
RNU6ATAC11P	ENSG00000221468	125	0	0	0	0
RPL5P26	ENSG00000230469	877	0	0	0	0
COL13A1	ENSG00000197467	11509	94	44	109	143
GLUD1	ENSG00000148672	14283	4625	6402	4522	5211
LINC02665	ENSG00000223581	729	0	0	0	0
	ENSG00000270811	117	0	0	0	0
COX6CP17	ENSG00000235141	185	0	0	0	0
	ENSG00000278982	1869	8	0	4	7
RNU6-535P	ENSG00000207453	107	0	0	0	0
RN7SKP167	ENSG00000222979	285	0	0	0	0
FGFR2	ENSG00000066468	18813	863	570	617	840
	ENSG00000223432	310	0	0	0	0
PCDH15	ENSG00000150275	15397	4	0	3	5
	ENSG00000260370	691	0	0	0	0
	ENSG00000225140	1657	2	1	0	1
MIR5699	ENSG00000263511	90	0	0	0	0
DIP2C-AS1	ENSG00000180525	9247	11	0	7	4
CTNNA3	ENSG00000183230	16452	13	0	3	1
	ENSG00000273360	559	0	0	0	0
	ENSG00000277056	248	0	0	0	0
	ENSG00000225299	505	0	0	0	0
RPL7AP51	ENSG00000226448	760	0	0	0	0
MIR7151	ENSG00000276866	60	0	0	0	0
AKR1B10P1	ENSG00000213606	942	0	0	0	0
RPL21P92	ENSG00000225922	476	0	0	0	0
DNAJC12	ENSG00000108176	2139	1745	3948	1912	2242
RNU6-1250P	ENSG00000212520	107	0	0	0	2
RN7SL394P	ENSG00000239942	291	0	6	1	0
DNAJC19P1	ENSG00000237141	319	2	0	1	0
	ENSG00000272892	1222	18	3	21	10
RNU6-523P	ENSG00000252113	54	0	0	0	0
RPL12P8	ENSG00000219932	580	0	13	0	3
SIRT1	ENSG00000096717	4564	2524	4274	2228	2738
RPS3AP38	ENSG00000226318	763	5	9	10	18
RN7SL220P	ENSG00000266467	300	0	0	0	1
POU5F1P5	ENSG00000236375	658	0	0	0	0
DNAJB12	ENSG00000148719	5568	1131	820	1260	1411
DUSP13	ENSG00000079393	2339	0	0	0	0
SORCS1	ENSG00000108018	10136	4158	3556	4700	4530
FBXL15	ENSG00000107872	2455	474	40	528	665
SH2D4B	ENSG00000178217	4584	0	0	1	0
ANTXRL	ENSG00000274209	3101	0	0	2	2
	ENSG00000277758	11673	24	27	36	29
AGAP5	ENSG00000172650	3061	7	0	14	6
LBX1	ENSG00000138136	1770	4	0	14	13
FAM25G	ENSG00000189090	473	0	0	0	0
	ENSG00000286135	892	0	0	0	0
ODAD2P1	ENSG00000238021	853	0	0	0	0
LINC02680	ENSG00000285737	3626	0	0	0	0
C10ORF90	ENSG00000154493	5659	42	9	25	29
P4HA1	ENSG00000122884	3093	796	1093	702	942
ADAM12	ENSG00000148848	9882	25	19	43	40
ANKRD30A	ENSG00000148513	5152	0	0	0	0
LIPK	ENSG00000204021	1303	0	0	0	0
ZFYVE27	ENSG00000155256	3899	852	122	704	985
MPP7	ENSG00000150054	6371	4	0	2	6
SORBS1	ENSG00000095637	10951	168	162	238	236
SFMBT2	ENSG00000198879	10609	625	515	656	729
DUSP29	ENSG00000188716	1135	0	0	0	0
ASAH2	ENSG00000188611	7281	36	111	51	56
FXYD4	ENSG00000150201	833	0	0	0	0
HNRNPF	ENSG00000169813	3273	7514	6062	6766	8678
SNORD3J	ENSG00000221400	190	0	0	0	0
LINC02916	ENSG00000230555	760	4	0	8	0
RNU7-193P	ENSG00000252532	65	0	0	0	0
	ENSG00000236114	1962	0	0	0	0
ZNF239	ENSG00000196793	2509	0	0	0	0
	ENSG00000287852	2261	0	0	0	0
CAP1P2	ENSG00000232004	1409	0	1	5	3
ZNF485	ENSG00000198298	2386	213	301	200	273
ZNF32-AS3	ENSG00000223910	1932	0	0	3	0
	ENSG00000237389	411	0	0	0	0
RPL21P88	ENSG00000238263	436	0	0	0	0
ZNF32	ENSG00000169740	1460	561	449	576	656
ZNF32-AS1	ENSG00000226245	434	21	21	20	29
ZNF32-AS2	ENSG00000230565	905	84	80	71	83
	ENSG00000228426	462	0	0	0	0
ZNF487	ENSG00000243660	5168	27	54	22	31
CCNJ	ENSG00000107443	4148	2792	3885	2323	3113
MIR3157	ENSG00000266407	85	0	0	0	0
RNU6-271P	ENSG00000200728	105	0	0	0	0
	ENSG00000287009	1474	3	24	2	4
BLNK	ENSG00000095585	6186	0	9	0	2
NPM1P25	ENSG00000229417	854	0	0	0	0
PRF1	ENSG00000180644	2518	0	19	3	1
ADAMTS14	ENSG00000138316	5566	365	44	487	605
RPS26P40	ENSG00000231366	294	0	0	0	0
SGPL1	ENSG00000166224	7510	2874	2153	3633	3585
PCBD1	ENSG00000166228	1395	651	371	717	790
	ENSG00000271409	1963	0	0	0	0
LINC02622	ENSG00000259267	2235	0	0	1	0
TBATA	ENSG00000166220	4218	2	0	2	0
SFXN3	ENSG00000107819	4631	744	239	954	952
TLX1NB	ENSG00000236311	1891	1	0	1	0
TLX1	ENSG00000107807	2626	71	0	99	141
CALHM2	ENSG00000138172	3108	220	49	212	262
	ENSG00000273485	657	0	0	0	0
	ENSG00000234699	657	1	0	0	1
CALHM1	ENSG00000185933	3212	1	0	0	1
CALHM3	ENSG00000183128	1652	0	0	0	0
NEURL1-AS1	ENSG00000235470	1017	0	0	0	0
	ENSG00000226431	524	1	0	0	0
	ENSG00000287419	1942	4	49	7	5
	ENSG00000273108	1432	10	6	7	6
Y_RNA	ENSG00000222503	108	0	0	2	0
SH3PXD2A-AS1	ENSG00000280693	2217	0	10	0	1
	ENSG00000260461	2388	0	0	0	1
STN1	ENSG00000107960	6569	490	439	561	572
RN7SL524P	ENSG00000266754	300	0	0	0	0
MED6P1	ENSG00000227905	713	0	0	0	0
PTEN	ENSG00000171862	12547	1476	2625	1694	1802
	ENSG00000289051	96	0	0	0	0
CTSLP3	ENSG00000280913	1476	0	0	2	0
GLUD1P2	ENSG00000265366	669	9	0	6	1
	ENSG00000215097	1760	1	0	5	2
RNA5SP311	ENSG00000238405	116	2	0	2	1
AGAP13P	ENSG00000243289	363	20	4	26	29
PTPN20	ENSG00000204179	4506	0	0	0	0
FRMPD2B	ENSG00000150175	3538	0	0	0	0
NUTM2B	ENSG00000188199	5078	5	0	6	6
BMPR1A	ENSG00000107779	9518	1768	2656	1611	1806
OPN4	ENSG00000122375	4275	0	0	0	1
BNIP3	ENSG00000176171	4050	1815	2714	1526	1902
	ENSG00000277959	332	17	6	8	15
	ENSG00000273521	1098	18	10	8	20
	ENSG00000279982	3109	0	0	2	2
CXCL12	ENSG00000107562	6143	564	514	343	606
OR6L2P	ENSG00000273327	925	2	0	2	2
SCART1	ENSG00000214279	8015	56	16	38	55
OR7M1P	ENSG00000273336	533	0	0	1	1
CYP2E1	ENSG00000130649	9622	2	0	0	3
	ENSG00000278518	1255	0	0	0	0
	ENSG00000286789	767	0	0	0	0
SYCE1	ENSG00000171772	4016	1	0	0	0
OR6L1P	ENSG00000233685	910	0	0	0	0
SPRN	ENSG00000203772	3185	12	0	13	9
	ENSG00000289258	5428	0	0	0	0
RN7SKP202	ENSG00000222371	330	0	0	0	0
ATOH7	ENSG00000179774	1519	38	62	34	38
LINC02640	ENSG00000233590	561	3	0	1	0
KRT19P4	ENSG00000234102	943	0	0	0	0
PBLD	ENSG00000108187	5172	168	151	185	183
HNRNPH3	ENSG00000096746	5375	9299	11414	8709	10577
	ENSG00000275675	246	0	0	0	0
EIF3LP3	ENSG00000226086	822	1	2	0	1
FXYD6P2	ENSG00000235964	288	0	0	0	0
	ENSG00000272983	7063	38	23	21	41
	ENSG00000225965	180	0	0	0	0
CCNYL4	ENSG00000224761	1534	1	0	0	0
	ENSG00000234941	162	0	0	0	0
ZNF37A	ENSG00000075407	13190	1844	3909	1564	2018
TACR2	ENSG00000075073	2922	2	0	1	1
ZMIZ1	ENSG00000108175	10804	10208	4445	9757	11362
PSAP	ENSG00000197746	3115	8686	2898	9489	10678
WASHC2C	ENSG00000172661	5703	898	1006	847	985
CAMK1D	ENSG00000183049	8680	1666	1375	1918	2056
MICU1	ENSG00000107745	3775	1964	1597	2133	2304
CDK1	ENSG00000170312	3909	5450	9016	5065	5961
RBP4	ENSG00000138207	1458	5	4	6	7
ARHGAP21	ENSG00000107863	11156	2617	4143	2592	2971
POLR3A	ENSG00000148606	8082	2797	1516	3061	3308
JMJD1C	ENSG00000171988	11155	2141	5170	2275	2544
WDR37	ENSG00000047056	6301	854	777	801	1020
ALOX5	ENSG00000012779	3728	0	0	0	0
CACNB2	ENSG00000165995	11162	289	495	296	339
NKX2-3	ENSG00000119919	2088	0	0	0	0
PNLIPRP2	ENSG00000266200	1574	0	0	0	0
AS3MT	ENSG00000214435	2450	5	1	5	5
PRKCQ	ENSG00000065675	3285	0	0	0	0
YME1L1	ENSG00000136758	7336	8232	8868	7818	9200
SPOCK2	ENSG00000107742	6405	69	21	190	126
RPL7P35	ENSG00000233518	740	0	0	0	0
Y_RNA	ENSG00000223302	108	0	0	1	2
SMC3	ENSG00000108055	15505	9404	22289	9680	10216
MYPN	ENSG00000138347	8477	4	0	1	1
LDB3	ENSG00000122367	10542	181	254	439	371
	ENSG00000235010	798	1	0	2	2
DPYSL4	ENSG00000151640	3111	4244	525	3667	5007
JAKMIP3	ENSG00000188385	14669	49	71	63	51
AGAP6	ENSG00000204149	5616	55	12	38	62
AGAP4	ENSG00000188234	3217	478	283	380	530
GBF1	ENSG00000107862	22901	3852	1324	3617	4104
VDAC2	ENSG00000165637	2803	5654	8195	5139	6478
AKR1C2	ENSG00000151632	6086	1	0	4	0
ABLIM1	ENSG00000099204	10209	3688	3643	3877	4524
BTAF1	ENSG00000095564	8679	3138	5686	3244	3559
NEURL1	ENSG00000107954	5229	202	17	196	229
USP6NL	ENSG00000148429	7550	1251	1347	1113	1442
SVIL	ENSG00000197321	12536	1415	1232	1487	1935
MCU	ENSG00000156026	4521	954	908	925	1159
BEND7	ENSG00000165626	10070	636	874	603	776
NUTM2E	ENSG00000228570	6588	3	0	3	7
PLCE1	ENSG00000138193	27189	244	508	241	264
LRRTM3	ENSG00000198739	6341	0	0	0	0
	ENSG00000289325	39	0	0	0	0
TAF3	ENSG00000165632	11462	1334	1261	1336	1448
	ENSG00000233990	340	0	0	0	0
GATA3	ENSG00000107485	3396	11695	10853	12100	14275
GATA3-AS1	ENSG00000197308	2372	864	172	878	1098
	ENSG00000232638	402	3	0	2	2
RN7SKP288	ENSG00000252036	268	0	0	0	0
RNA5SP327	ENSG00000199364	101	0	0	0	0
	ENSG00000232470	401	13	10	19	9
PDCD4	ENSG00000150593	4547	1423	1949	2261	1918
MIR4680	ENSG00000284482	66	0	0	0	0
BBIP1	ENSG00000214413	8442	505	896	516	513
	ENSG00000278601	700	18	6	6	7
	ENSG00000270589	1649	9	56	11	12
SHOC2	ENSG00000108061	15182	1252	1722	1134	1270
RPL13AP6	ENSG00000234118	612	3	0	2	2
MIR548E	ENSG00000221214	88	0	0	0	0
ADRA2A	ENSG00000150594	3879	367	85	224	282
	ENSG00000213247	293	0	0	2	0
EGR2	ENSG00000122877	3707	1	0	3	1
	ENSG00000289487	1209	0	0	0	0
TAF5	ENSG00000148835	7029	1172	1360	998	1280
USP54	ENSG00000166348	10338	778	551	686	915
AGAP12P	ENSG00000265018	2400	4	18	3	6
BMS1P7	ENSG00000270025	1052	0	0	0	0
PTPN20CP	ENSG00000278561	1041	0	0	0	0
FRMPD2	ENSG00000170324	8617	5	0	2	9
	ENSG00000285786	1811	0	0	0	0
RPS6P14	ENSG00000225482	719	0	0	0	0
MAPK8	ENSG00000107643	9674	3169	5759	2885	3629
	ENSG00000279822	1985	12	35	5	9
ARHGAP22	ENSG00000128805	6776	187	102	159	267
ARHGAP22-IT1	ENSG00000248682	470	0	0	0	0
	ENSG00000231906	242	1	0	1	0
	ENSG00000251413	597	0	0	0	0
	ENSG00000236800	335	0	0	0	0
RPL13AP19	ENSG00000228754	584	0	0	0	0
DDX21	ENSG00000165732	9274	12477	20090	11904	13294
PANK1	ENSG00000152782	3817	812	959	703	1007
LINC02635	ENSG00000283000	1201	0	0	0	0
MIR3611	ENSG00000266228	83	0	0	0	0
	ENSG00000230534	1422	0	0	0	5
RNU7-77P	ENSG00000253054	60	1	0	0	0
ATP6V1G1P4	ENSG00000233343	335	0	0	0	0
ANKRD22	ENSG00000152766	3995	0	0	0	0
PTCD2P2	ENSG00000234256	1095	0	0	0	0
STAMBPL1	ENSG00000138134	6323	317	578	398	452
ACTA2-AS1	ENSG00000180139	3183	2	0	3	1
ACTA2	ENSG00000107796	2976	27	13	15	18
FAS	ENSG00000026103	19060	54	112	55	64
	ENSG00000286116	4205	3	0	2	2
	ENSG00000275693	170	0	0	0	0
MIR4679-2	ENSG00000265375	77	0	0	0	0
MIR4679-1	ENSG00000283664	75	0	0	0	0
	ENSG00000228997	439	0	0	0	0
SFTA1P	ENSG00000225383	3182	0	0	0	0
LINC00710	ENSG00000229240	7545	0	0	0	0
	ENSG00000231496	540	0	0	0	0
	ENSG00000228027	244	0	0	0	0
	ENSG00000229206	433	0	0	0	0
CELF2-AS2	ENSG00000237986	4855	0	0	4	1
	ENSG00000230322	430	0	0	0	0
CELF2-AS1	ENSG00000181800	2469	0	0	2	2
	ENSG00000280086	2985	0	0	0	0
NUDT13	ENSG00000166321	2521	89	107	65	79
	ENSG00000272599	960	36	102	40	49
SNORA11F	ENSG00000221164	128	19	0	9	19
ECD	ENSG00000122882	3675	1362	1745	1289	1542
FAM149B1	ENSG00000138286	7520	533	786	522	682
DNAJC9	ENSG00000213551	3218	1475	994	1271	1688
Y_RNA	ENSG00000199201	103	0	0	0	0
EIF4A2P2	ENSG00000227382	1070	1	0	0	1
	ENSG00000288559	623	162	128	141	176
DNAJC9-AS1	ENSG00000236756	3260	52	37	50	61
MRPS16	ENSG00000182180	2794	3350	1982	3192	3890
DNAJC9-AS1	ENSG00000227540	940	45	45	42	44
RNU6-833P	ENSG00000200356	107	0	0	0	0
Y_RNA	ENSG00000207473	113	0	0	0	0
ANXA7	ENSG00000138279	2862	1228	889	1038	1376
	ENSG00000233144	401	0	0	0	0
CUL2	ENSG00000108094	14494	1817	4012	1756	2155
CELF2	ENSG00000048740	11029	1265	1743	1440	1529
CFAP70	ENSG00000156042	7664	5	0	3	1
ATE1	ENSG00000107669	17116	1000	1573	1072	1139
RNU1-65P	ENSG00000200789	148	0	0	0	0
HMGN2P8	ENSG00000212769	268	1	0	0	3
	ENSG00000271933	2163	1	5	0	1
GHITM	ENSG00000165678	6575	6109	9655	6108	6754
CERNA2	ENSG00000285972	1874	0	0	0	0
C10ORF99	ENSG00000188373	825	0	0	0	0
CDHR1	ENSG00000148600	7729	373	167	423	394
LRIT2	ENSG00000204033	3056	8	0	3	8
RGR	ENSG00000148604	4942	3	15	3	0
LRIT1	ENSG00000148602	2386	0	0	0	0
LINC00858	ENSG00000229404	4726	0	0	0	0
RPL12P29	ENSG00000233189	457	0	0	1	0
TNPO1P1	ENSG00000225423	1138	0	0	1	1
CACYBPP1	ENSG00000225928	684	2	0	1	0
VIM	ENSG00000026025	5176	7825	9065	6754	8427
TMEM72	ENSG00000187783	3049	0	0	0	0
LRRC20	ENSG00000172731	3625	1675	394	1971	2207
ZNF518A	ENSG00000177853	11266	834	1524	850	847
ADIPOR1P1	ENSG00000232497	1074	0	0	0	0
	ENSG00000236777	473	0	0	0	0
EBLN1	ENSG00000223601	1777	0	0	0	0
	ENSG00000260205	3095	0	0	0	0
PSME2P6	ENSG00000227462	327	0	3	0	2
	ENSG00000286832	664	0	0	0	0
	ENSG00000279631	2518	0	0	0	0
	ENSG00000261671	763	0	0	0	0
RPL31P45	ENSG00000233318	356	0	0	0	0
COMMD3	ENSG00000148444	2903	454	924	437	463
COMMD3-BMI1	ENSG00000269897	1904	0	0	0	0
BMI1	ENSG00000168283	4395	2619	4608	1940	2709
	ENSG00000272516	584	2	0	1	3
	ENSG00000271981	395	0	0	0	0
	ENSG00000272366	239	2	0	1	2
ADRB1	ENSG00000043591	3039	11	0	17	23
	ENSG00000285540	1936	0	0	0	0
RNU6-709P	ENSG00000253066	104	0	0	0	0
UBE2V1P5	ENSG00000226582	405	0	0	0	0
CCDC186	ENSG00000165813	9003	313	878	353	353
	ENSG00000273904	125	0	0	0	0
MIR2110	ENSG00000284442	75	0	0	0	0
VWA2	ENSG00000165816	6353	0	0	0	0
AURKAP2	ENSG00000230165	333	0	0	0	0
	ENSG00000275024	534	0	0	0	0
TDRD1	ENSG00000095627	5256	0	0	0	0
	ENSG00000289143	3984	0	0	0	0
	ENSG00000289444	3857	2	10	0	4
RNA5SP315	ENSG00000252149	116	0	0	0	0
	ENSG00000269952	335	5	0	11	2
LINC02634	ENSG00000233200	380	0	0	0	0
RNU6-794P	ENSG00000253070	64	0	0	0	0
RNU6-1167P	ENSG00000200097	94	0	0	0	0
CCNY-AS1	ENSG00000271335	1426	66	83	53	75
SYT15	ENSG00000204176	7160	7	0	8	9
	ENSG00000231187	3070	3	0	3	0
	ENSG00000229227	2755	0	0	0	0
SHLD2P1	ENSG00000165874	3752	1	0	1	0
LINC02637	ENSG00000272430	551	1	0	0	1
RHEBP1	ENSG00000229927	556	0	0	0	0
RN7SL248P	ENSG00000274186	329	0	0	0	0
GPRIN2	ENSG00000204175	9435	8	0	3	17
PLEKHA1	ENSG00000107679	13738	1843	3514	1819	2019
SH3PXD2A	ENSG00000107957	12035	5273	2513	4889	5853
WDFY4	ENSG00000128815	13681	3	0	2	2
MRPL43	ENSG00000055950	3578	962	490	953	1179
CREM	ENSG00000095794	5699	510	973	495	632
	ENSG00000289585	616	12	11	17	14
	ENSG00000288823	1388	75	96	79	127
	ENSG00000288893	446	0	0	0	1
	ENSG00000289592	649	6	0	12	9
	ENSG00000289412	1029	7	0	14	10
LINC02649	ENSG00000215244	5286	0	0	5	3
	ENSG00000288874	890	0	0	0	0
	ENSG00000289280	368	2	0	2	3
	ENSG00000289597	327	0	0	0	0
IATPR	ENSG00000233387	1544	0	0	0	0
TNKS2-AS1	ENSG00000228701	1002	3	0	11	11
	ENSG00000289239	523	0	0	0	0
LINC02642	ENSG00000232591	3028	0	0	0	0
	ENSG00000285676	1358	46	8	30	38
C10ORF88B	ENSG00000255624	2236	41	108	63	56
LINC00836	ENSG00000280809	9650	0	0	0	0
LINC01374	ENSG00000280560	1520	0	0	0	0
	ENSG00000226659	687	1	0	1	0
LINC02669	ENSG00000233321	7617	0	0	0	0
	ENSG00000289400	1325	0	0	0	0
	ENSG00000289087	1293	0	0	0	0
	ENSG00000289633	352	0	0	0	0
	ENSG00000289441	1264	24	0	20	23
ZNF503-AS1	ENSG00000226051	5276	0	0	0	0
	ENSG00000288938	806	1	0	0	0
	ENSG00000286409	1785	1	0	0	1
ATE1-AS1	ENSG00000226864	1483	4	0	4	3
	ENSG00000288755	1039	0	0	0	0
	ENSG00000287261	1271	0	0	0	0
	ENSG00000288875	1407	0	0	0	0
	ENSG00000289301	602	4	9	4	4
	ENSG00000288922	1133	0	0	0	0
LINC00845	ENSG00000227244	2767	0	0	0	0
	ENSG00000289350	668	0	0	0	0
LINC01164	ENSG00000189275	3611	2	0	0	3
	ENSG00000289299	708	0	0	0	0
	ENSG00000289506	1407	1	0	41	3
ITGB1-DT	ENSG00000229656	4141	3	4	0	3
	ENSG00000225936	1657	0	0	0	2
TMEM72-AS1	ENSG00000224812	10787	5	0	4	1
LINC02660	ENSG00000226005	2601	0	0	0	0
	ENSG00000288987	459	0	0	0	0
UNC5B-AS1	ENSG00000237512	777	2	0	8	1
	ENSG00000236154	745	0	0	0	0
PPP3CB-AS1	ENSG00000221817	5799	14	20	13	21
LINC01515	ENSG00000228065	19472	51	67	48	75
PARGP1	ENSG00000239883	4200	338	383	292	275
LNCAROD	ENSG00000231131	3291	0	0	0	0
VIM-AS1	ENSG00000229124	2126	13	12	23	10
	ENSG00000289126	372	0	16	2	4
ZNF37BP	ENSG00000234420	10259	1760	2944	1798	2014
	ENSG00000289512	1291	0	0	0	0
BMS1P1	ENSG00000204177	7449	173	308	160	174
	ENSG00000289427	1227	0	0	0	0
	ENSG00000289616	788	0	0	0	0
ZMIZ1-AS1	ENSG00000224596	5135	4	5	3	1
	ENSG00000289158	483	0	0	0	0
CFAP58-DT	ENSG00000231233	1134	19	21	16	15
WDR11-AS1	ENSG00000227165	6711	13	6	1	2
	ENSG00000289266	114	0	0	0	0
MACORIS	ENSG00000237797	406	0	0	0	0
	ENSG00000289362	642	0	0	0	0
	ENSG00000289580	874	0	0	0	0
