gene_symbol	Ensembl_ID	length	R20230019_08_EKRN230075585-1A_22HFFNLT3_L4	R20230019_13_EKRN230075590-1A_22HFFNLT3_L4	R20230019_01_EKRN230075578-1A_22HFFNLT3_L3	R20230019_09_EKRN230075586-1A_22HFFNLT3_L4	R20230019_02_EKRN230075579-1A_222JL7LT4_L2	R20230019_03_EKRN230075580-1A_22HFFNLT3_L3	R20230019_16_EKRN230075593-1A_222JL7LT4_L2	R20230019_04_EKRN230075581-1A_222T7MLT4_L1	R20230019_07_EKRN230075584-1A_22HFFNLT3_L4	R20230019_11_EKRN230075588-1A_22HFFNLT3_L4	R20230019_10_EKRN230075587-1A_22HFFNLT3_L4	R20230019_05_EKRN230075582-1A_22HFFNLT3_L3	R20230019_14_EKRN230075591-1A_22HFFNLT3_L4	R20230019_15_EKRN230075592-1A_222JL7LT4_L2	R20230019_06_EKRN230075583-1A_22HFFNLT3_L4	R20230019_12_EKRN230075589-1A_22HFFNLT3_L4
	ENSG00000224549	447	2	21	21	0	7	12	0	3	8	0	0	16	0	6	47	0
LINC01400	ENSG00000232920	947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFNA17	ENSG00000234829	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000233367	638	0	0	4	3	0	1	0	3	0	0	0	0	0	0	0	4
UBA52P6	ENSG00000215221	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGN2P16	ENSG00000231376	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02851	ENSG00000229611	537	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFNWP5	ENSG00000232138	588	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000288571	2214	0	0	0	7	0	1	0	0	0	3	0	0	0	0	0	2
	ENSG00000225472	1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE12P	ENSG00000215441	2364	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
IFNWP2	ENSG00000237691	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFNA11P	ENSG00000231195	526	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000260390	2084	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
	ENSG00000260100	964	2	9	0	0	0	0	5	0	1	0	0	0	0	3	5	9
	ENSG00000264545	622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ME2P1	ENSG00000230097	1970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000224603	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000277646	1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFNWP19	ENSG00000238271	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000231454	284	0	0	9	0	7	6	0	2	0	0	0	0	0	0	0	0
RNF2P1	ENSG00000231381	1010	2	0	15	0	34	1	1	2	0	10	0	0	14	7	0	0
	ENSG00000287696	977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLA3P4	ENSG00000223807	400	0	0	0	0	1	0	0	8	0	1	0	0	0	0	0	3
	ENSG00000230867	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASS1P12	ENSG00000237437	1227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000287551	871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A1APP1	ENSG00000232060	602	2	3	2	3	4	2	10	2	5	6	7	2	8	0	5	0
	ENSG00000288042	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000250850	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCTD9P3	ENSG00000187988	1169	0	0	2	0	1	0	0	0	0	0	1	0	2	1	0	0
RBPJP6	ENSG00000227924	1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000277340	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000212952	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF38	ENSG00000137075	6138	1399	1152	2317	3278	2631	1757	1695	730	1142	2238	2817	962	1723	1506	1367	2197
NFX1	ENSG00000086102	7146	2718	2446	4445	6287	4397	3059	2874	1555	2320	4108	5262	1855	2979	2590	3264	4137
	ENSG00000287514	5666	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
	ENSG00000283541	1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTNAP3P5	ENSG00000278213	888	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LINC01189	ENSG00000232827	3858	0	20	0	0	0	0	0	0	0	0	0	4	0	0	9	0
SNX18P4	ENSG00000229146	838	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
FTLP4	ENSG00000214020	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000275649	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000287838	1015	0	2	0	6	0	0	0	0	0	11	31	1	0	0	7	28
SMARCA2	ENSG00000080503	18595	7281	5412	8343	8949	8879	5694	7607	3046	5206	6519	7425	4827	7244	6761	5117	6192
	ENSG00000276266	1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000184906	3614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR-3	ENSG00000204776	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP5F1AP1	ENSG00000234861	1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM74A6	ENSG00000274516	1814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000279256	1899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL2	ENSG00000107105	5140	667	55	37	0	13	10	855	4	84	0	0	99	660	716	112	0
	ENSG00000231995	601	4	0	5	10	9	1	8	6	1	0	0	0	8	5	0	0
	ENSG00000276868	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGER4P2	ENSG00000184523	526	0	0	0	2	0	0	4	1	0	2	11	1	0	6	0	7
TMEM252-DT	ENSG00000226337	1739	0	0	0	6	0	0	0	0	2	5	0	0	0	0	0	2
	ENSG00000236733	516	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
RBM17P2	ENSG00000273999	1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGER4P3	ENSG00000239684	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000278054	211	0	13	2	0	0	2	0	2	22	0	0	10	0	0	8	0
	ENSG00000237153	4135	1	21	2	0	10	0	4	0	0	0	0	1	0	0	11	0
FAM74A4	ENSG00000274583	1956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRHPR	ENSG00000137106	7226	1878	1802	2535	2156	2631	1818	1650	2124	1572	1951	1893	1407	1596	1677	2353	2044
IFNA20P	ENSG00000226393	528	0	4	5	4	7	2	2	0	2	3	2	0	10	2	1	3
CNTNAP3P2	ENSG00000276386	3861	0	127	8	0	1	3	0	2	151	0	0	142	0	0	160	0
TRPM6	ENSG00000119121	9193	41	3	5	0	1	2	52	0	2	0	2	6	11	20	4	0
ATP5F1AP10	ENSG00000277297	1603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF7P7	ENSG00000204801	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDKN2B-AS1	ENSG00000240498	20420	223	473	571	111	388	279	147	218	458	90	93	413	181	117	581	115
RBPJP7	ENSG00000234217	1447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000278720	697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP4P7	ENSG00000235256	1363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFNA1	ENSG00000197919	878	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL4P5	ENSG00000230207	1276	18	13	27	15	35	16	15	10	18	6	44	19	12	18	22	21
PAX5	ENSG00000196092	9570	0	26	0	0	0	2	0	2	54	0	4	18	0	0	62	0
H3P32	ENSG00000233814	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P10	ENSG00000237238	1596	262	0	4	0	0	0	146	0	1	8	4	0	189	179	3	6
RPL32P21	ENSG00000125385	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBWD4P	ENSG00000204778	655	63	154	32	68	13	41	48	13	161	58	49	119	60	28	162	58
	ENSG00000229156	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000224935	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000225947	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000233242	2161	4	5	1	0	0	2	4	3	5	0	0	9	5	3	14	0
ANKRD20A4P	ENSG00000172014	4510	0	0	1	0	5	1	5	7	3	0	0	1	2	0	1	0
RAB28P3	ENSG00000227353	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYPLA2P3	ENSG00000236604	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000235707	1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000234042	691	0	3	4	1	0	0	1	0	1	0	0	0	0	0	0	0
TCEA1P4	ENSG00000236184	844	12	0	12	17	1	6	9	4	2	7	19	1	5	5	1	2
	ENSG00000283982	4805	23	0	0	0	0	0	6	2	0	0	0	1	20	28	4	0
C9ORF72	ENSG00000147894	7015	964	573	814	332	879	521	933	279	402	241	279	417	1014	866	612	220
	ENSG00000275390	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000270691	628	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GNAQ	ENSG00000156052	6972	2	0	20	1144	35	13	8	17	2	735	930	6	3	12	8	823
	ENSG00000225085	455	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ALDH1A1	ENSG00000165092	2840	0	1126	0	0	0	0	0	0	906	0	0	892	0	0	1495	0
	ENSG00000223368	614	0	2	0	0	0	0	0	0	2	0	0	3	0	0	2	0
	ENSG00000228781	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000230245	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000231212	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000229311	3614	0	2	0	0	0	0	0	0	12	0	0	4	0	0	2	0
	ENSG00000223421	1363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF7P4	ENSG00000216829	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPSAP75	ENSG00000270954	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000229422	1164	41	17	1	7	1	0	6	2	20	9	13	19	18	25	34	27
HSPA8P17	ENSG00000228557	1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000280077	1903	346	320	81	219	74	45	269	37	316	193	189	242	293	259	448	141
CARNMT1-AS1	ENSG00000203321	719	20	18	19	3	4	5	3	9	15	13	1	3	14	23	8	4
C9ORF85	ENSG00000155621	4973	221	0	297	357	292	183	263	137	2	318	306	0	243	193	0	300
	ENSG00000229109	4838	0	0	0	0	0	0	0	0	0	0	0	2	1	0	5	0
	ENSG00000287355	1537	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
IGKV1OR9-2	ENSG00000225380	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000260995	2908	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP4P6	ENSG00000268234	1332	6	0	0	1	4	0	0	0	0	0	2	0	0	0	0	0
SLC28A3	ENSG00000197506	5138	0	35	0	2	0	0	0	0	33	0	0	34	0	0	52	0
	ENSG00000229857	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000224025	2860	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
PPIAP87	ENSG00000219149	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXB2	ENSG00000204612	1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGM5	ENSG00000154330	7714	0	792	21	96	11	15	0	17	511	49	55	487	0	0	365	61
	ENSG00000285580	1535	0	1	0	0	0	0	0	2	0	0	0	3	0	0	1	0
LURAP1L-AS1	ENSG00000235448	3063	5	34	5	0	3	5	2	3	19	3	5	26	2	6	31	0
PSAT1	ENSG00000135069	2206	14203	11197	2	6231	6	4	16089	1	10564	9131	8552	9599	14087	13884	11217	4134
	ENSG00000276204	1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000233651	3325	0	0	1	0	0	0	0	4	0	0	1	0	0	0	1	0
FAM242D	ENSG00000231248	759	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000233926	1885	0	2	3	0	6	1	0	2	0	0	0	0	0	0	0	2
	ENSG00000234451	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDR42E1P2	ENSG00000277213	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000286823	1258	0	1	0	0	0	0	0	0	0	0	3	2	0	0	2	0
	ENSG00000279706	1188	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0
IDNK	ENSG00000148057	1814	364	163	1	88	0	4	209	8	116	118	126	107	299	245	381	115
	ENSG00000261447	965	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
BMS1P14	ENSG00000276500	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000234424	1547	1	0	0	3	2	0	0	0	2	0	0	1	0	0	5	1
AQP7P4	ENSG00000176115	1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000260412	6881	1	0	11	0	6	6	0	1	0	0	0	0	0	0	0	0
	ENSG00000228430	4429	5	13	5	0	8	1	5	3	6	0	0	3	11	12	2	6
	ENSG00000237904	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASEF	ENSG00000165105	6644	0	635	2	1	2	0	0	0	492	2	1	505	0	0	595	4
RAB28P2	ENSG00000236825	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMRK1	ENSG00000106733	3865	968	692	779	1421	717	523	867	456	495	1120	1396	518	893	852	834	1261
	ENSG00000236376	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000237529	1514	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0
POLR1E	ENSG00000137054	2499	1236	1085	1704	1677	1799	1172	1274	865	1158	1323	1633	828	1123	1055	1034	1382
	ENSG00000267559	2208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000276412	1059	0	0	28	0	17	6	3	13	14	0	0	5	10	0	4	0
SHC3	ENSG00000148082	9980	0	922	1	2	5	1	0	0	1246	0	0	756	0	0	1293	0
	ENSG00000233457	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MTCO3P40	ENSG00000228046	676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1P14	ENSG00000227638	935	0	0	0	3	2	2	0	1	0	0	1	0	0	7	0	14
	ENSG00000287212	773	0	3	0	9	0	3	0	0	0	3	5	0	0	0	0	5
CYP4F25P	ENSG00000224106	520	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
GOLM1	ENSG00000135052	4233	5400	5083	1567	5581	1786	1060	5918	612	5072	3951	4438	4147	5176	5506	5746	4005
CYP1D1P	ENSG00000228024	1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000233178	4007	5	8	6	11	4	3	5	0	6	21	19	6	29	3	9	12
	ENSG00000278001	415	4	6	4	0	5	1	0	4	5	0	0	0	0	0	2	0
PCA3	ENSG00000225937	14176	0	0	0	0	0	0	0	0	3	0	0	3	0	0	7	0
	ENSG00000286612	1554	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HSPB1P1	ENSG00000236060	256	1	5	0	0	0	0	0	0	7	0	0	0	0	0	1	0
ATP5MFP3	ENSG00000232851	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000286414	1445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A3P	ENSG00000276203	9226	0	4	4	1	7	1	0	4	1	0	0	0	0	0	1	2
	ENSG00000235523	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000233262	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUT7	ENSG00000083223	6707	2662	857	3288	3834	3286	2121	3009	1295	828	2623	3355	696	2740	2655	1195	2648
	ENSG00000233424	3224	0	0	0	0	0	0	0	0	1	2	0	2	0	0	5	0
SNX18P2	ENSG00000232843	808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000239986	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000236507	3817	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
APBA1	ENSG00000107282	11447	36	21	0	37	0	0	38	0	11	31	29	13	30	30	20	7
RPS20P25	ENSG00000228375	352	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TYRP1	ENSG00000107165	3736	0	1	91	2	73	74	4	53	0	0	0	0	0	0	0	0
	ENSG00000224297	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF5P2	ENSG00000204818	1659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNA14	ENSG00000156049	2736	0	0	0	10	0	0	0	1	2	4	1	0	0	0	2	7
ZFAND5	ENSG00000107372	7065	4058	3881	7739	10687	8198	5393	4580	2736	3569	7450	9238	3006	4406	3735	4863	8019
	ENSG00000287769	3329	8	0	7	13	2	1	14	0	4	35	44	10	23	13	6	47
	ENSG00000234819	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000229454	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGM5-AS1	ENSG00000224958	2355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000230003	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARNMT1	ENSG00000156017	4840	1717	1039	1765	3579	2295	1363	2278	594	1208	2334	3096	802	1827	1811	1036	2521
SPINK4	ENSG00000122711	651	2	0	8	21	0	1	4	3	5	0	5	1	0	0	6	7
ZBTB5	ENSG00000168795	4690	1183	696	1182	1161	1189	788	1407	335	771	825	1091	670	1236	1308	1081	795
	ENSG00000227809	2556	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
	ENSG00000273900	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAA35	ENSG00000135040	6805	977	1191	1992	2399	1855	1347	887	702	1262	1726	2032	1057	1002	952	1442	1433
	ENSG00000279503	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXD4L3	ENSG00000187559	2218	0	3	2	0	0	0	0	2	0	0	0	2	0	2	4	0
	ENSG00000277737	1042	0	22	2	0	0	0	0	0	4	0	0	10	0	0	3	0
	ENSG00000287333	757	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000285907	5273	0	1	0	5	0	0	0	0	2	0	0	1	0	0	1	9
	ENSG00000231193	551	0	0	5	1	9	3	0	0	1	0	0	0	0	0	7	6
	ENSG00000229345	1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD19	ENSG00000165233	3082	759	439	334	406	307	249	521	241	598	342	292	370	667	707	774	427
PHF2	ENSG00000197724	5392	2571	1058	2091	2054	1901	1412	2655	759	714	1614	1721	781	2693	2411	1411	1724
	ENSG00000232749	673	0	0	0	0	0	0	1	0	0	0	0	0	4	2	0	0
ATP5F1AP7	ENSG00000241571	1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTF3P4	ENSG00000224820	495	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
CNN2P4	ENSG00000213816	904	23	0	1	1	0	2	28	0	0	4	2	2	53	34	7	2
	ENSG00000275297	1855	15	0	17	0	15	9	13	24	1	0	0	6	9	3	10	2
	ENSG00000286332	3138	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
	ENSG00000287329	980	0	2	4	0	3	3	1	5	11	0	0	7	0	0	8	0
LERFS	ENSG00000234665	6193	0	0	0	6	2	0	0	1	0	2	11	0	0	0	0	0
FGF7P5	ENSG00000204816	291	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000286451	1262	0	151	0	0	0	0	0	0	106	0	0	75	0	0	130	0
	ENSG00000287276	5318	0	2	0	8	0	1	0	0	0	3	0	2	0	0	1	2
FAM74A7	ENSG00000277260	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000231804	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
	ENSG00000277575	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM17P3	ENSG00000237207	1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000286916	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000288225	319	0	0	4	0	0	0	0	0	3	0	0	5	0	0	2	0
	ENSG00000230188	473	1	0	1	0	0	0	0	0	1	0	2	0	0	3	4	0
CDK2AP2P2	ENSG00000237451	367	2	1	0	0	0	0	0	0	3	6	8	4	1	10	6	4
GNA14-AS1	ENSG00000231373	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000236252	1263	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OSTF1	ENSG00000134996	1348	3010	1236	1200	2031	1380	916	3169	734	843	1734	1702	935	2756	3188	1248	1715
ALOX15P2	ENSG00000188101	1897	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF5P1	ENSG00000227582	1489	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0
	ENSG00000226206	916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJB5P1	ENSG00000230335	806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL24P8	ENSG00000236801	474	21	12	24	25	28	14	32	22	10	25	43	9	16	18	36	37
	ENSG00000233933	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31A7	ENSG00000276040	4989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000275676	1126	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MTCO1P51	ENSG00000232981	1060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4290HG	ENSG00000227555	2720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000236450	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000228522	873	2	0	0	0	0	0	1	1	0	0	0	2	2	1	0	0
LINC00484	ENSG00000235641	4311	5	116	322	92	431	175	6	175	114	36	50	85	2	7	69	68
AQP7P1	ENSG00000186466	1045	13	0	0	0	2	2	9	0	0	0	0	1	15	17	0	0
	ENSG00000230303	7984	6	10	10	9	14	1	5	1	7	9	7	7	6	6	27	9
RPS6P12	ENSG00000233309	726	0	3	0	0	0	3	0	4	0	0	0	0	0	0	10	0
	ENSG00000228123	1017	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000234860	1169	0	0	0	0	8	0	0	0	0	3	0	0	0	10	3	0
FRMD3	ENSG00000172159	6486	1	529	31	199	48	32	0	27	543	103	95	323	5	4	262	88
KRT18P13	ENSG00000214417	1290	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CEMIP2	ENSG00000135048	9254	410	1857	443	825	538	341	403	137	1771	597	658	1359	337	383	1987	525
	ENSG00000228216	295	0	12	30	7	17	6	0	6	5	2	0	4	0	0	10	5
	ENSG00000276128	5660	65	9	29	60	16	2	62	6	7	16	36	7	65	70	3	44
	ENSG00000204814	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000270627	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPDC1	ENSG00000158079	6369	138	223	923	416	924	649	127	361	110	345	376	147	103	126	364	341
	ENSG00000232211	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P11	ENSG00000225883	885	0	0	0	3	0	0	2	0	0	2	0	0	0	0	0	4
GADD45G	ENSG00000130222	1323	0	25	0	45	0	0	0	0	15	44	52	16	0	0	18	91
CDRT15P7	ENSG00000268951	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX18P9	ENSG00000224185	835	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
C9ORF40	ENSG00000135045	2351	836	435	1587	856	1696	1159	715	869	280	799	767	361	846	786	557	703
	ENSG00000226429	309	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
	ENSG00000233713	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000277412	1988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000231990	1612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000224945	1038	2	714	8	0	0	1	0	0	925	0	3	619	9	0	1025	0
HABP4	ENSG00000130956	4088	551	111	285	170	274	179	521	141	54	160	155	51	438	455	117	194
PCNPP2	ENSG00000225856	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000287287	663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000276462	4149	0	0	0	0	10	0	0	2	1	0	2	0	0	0	2	0
	ENSG00000237357	2579	0	2	2	4	4	2	0	0	16	9	5	2	0	0	8	5
	ENSG00000214908	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02834	ENSG00000285686	1446	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
TMOD1	ENSG00000136842	3676	0	70	130	193	114	45	0	49	61	102	105	55	0	0	48	128
SEC61B	ENSG00000106803	1209	1724	2207	7246	5498	4505	4488	1477	4329	2263	4775	5221	1609	1710	1321	3013	5369
	ENSG00000277109	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIRAS2	ENSG00000165023	4443	0	0	0	188	0	0	0	0	0	148	167	0	0	1	0	175
HEMGN	ENSG00000136929	2192	0	1	10	2207	34	9	0	0	4	1345	1841	2	0	0	0	1590
	ENSG00000287955	1267	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
	ENSG00000273806	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDR42E1P4	ENSG00000273849	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASS1P3	ENSG00000233947	1250	1	2	0	0	0	2	0	0	3	0	1	4	0	0	0	0
	ENSG00000237072	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35D2	ENSG00000130958	3827	4	3	7	9	0	0	0	7	2	10	4	3	0	0	2	4
	ENSG00000279456	1628	4	24	1	49	6	4	3	0	35	45	70	22	2	18	49	83
PA2G4P6	ENSG00000231799	1197	0	5	0	5	6	0	5	3	1	6	0	1	0	0	0	3
OR7E31P	ENSG00000185074	886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
