gene_symbol	Ensembl_ID	length	R20240016_C2_EKRN240009374-1A_223MF3LT4_L7	R20240016_C1_EKRN240009373-1A_22375FLT4_L6	R20240016_J2_EKRN240009376-1A_22375FLT4_L6	R240016_J4_1_EKRN240015053-1A_223L3FLT4_L7	R240016_C4_1_EKRN240015051-1A_223L3FLT4_L2	R240016_J3_1_EKRN240015052-1A_223L3FLT4_L6	R20240016_J1_EKRN240009375-1A_22375FLT4_L6	R240016_C3_1_EKRN240015050-1A_223L3FLT4_L4
PUS7L	ENSG00000129317	14014	1228	833	1159	755	933	1269	964	1524
CDCA3	ENSG00000111665	4879	899	1077	1249	818	1108	1175	1075	1443
SPSB2	ENSG00000111671	2452	123	166	291	142	202	327	253	219
CD163	ENSG00000177575	5815	0	0	0	0	0	0	0	0
SCN8A	ENSG00000196876	16144	491	281	749	419	391	770	629	656
	ENSG00000255817	390	1	0	2	0	0	0	2	2
	ENSG00000255629	462	0	0	0	0	0	0	0	0
TBK1	ENSG00000183735	14716	1211	972	1559	1060	1099	1705	1161	1637
	ENSG00000288665	228	0	0	0	0	0	0	0	0
RASSF3	ENSG00000153179	4241	1659	1616	1490	939	1493	1660	1226	2300
	ENSG00000280320	360	0	0	0	0	0	0	0	0
	ENSG00000280181	1056	2	3	6	0	1	5	3	0
GNS	ENSG00000135677	6268	2792	2581	4133	2631	2877	4398	3728	4105
	ENSG00000288591	6883	0	0	0	0	0	0	0	0
	ENSG00000286682	1381	1	2	1	0	0	0	0	0
RPL7P39	ENSG00000243020	744	0	0	0	0	0	0	0	1
LINC02389	ENSG00000255693	7772	0	0	0	0	0	0	0	0
LINC02231	ENSG00000248995	447	0	0	0	0	0	0	0	0
RNU6ATAC42P	ENSG00000221564	95	0	0	0	0	0	0	0	0
	ENSG00000198671	1058	0	0	0	0	0	0	0	0
WIF1	ENSG00000156076	2107	18	10	0	2	14	2	1	18
RNU6-166P	ENSG00000207099	107	0	0	0	0	0	0	0	0
APOOP3	ENSG00000255700	586	0	0	0	0	0	0	0	0
LEMD3	ENSG00000174106	5578	1048	1106	1292	788	1031	1433	1072	1435
	ENSG00000276853	656	6	1	6	4	4	4	2	5
	ENSG00000214650	1717	7	1	3	2	7	1	3	4
	ENSG00000279527	507	1	0	1	1	0	0	1	0
	ENSG00000279071	1834	1	0	2	1	1	0	2	0
	ENSG00000280354	371	1	0	0	0	0	4	0	0
	ENSG00000279121	528	0	1	0	0	1	0	1	0
	ENSG00000279334	415	0	0	0	0	0	2	0	1
	ENSG00000280097	511	0	0	0	0	0	0	0	0
	ENSG00000278973	780	0	0	0	0	0	1	0	0
	ENSG00000280444	597	0	0	0	0	0	0	0	0
	ENSG00000279087	446	0	0	0	0	0	0	0	0
	ENSG00000279931	411	0	0	0	0	0	0	0	0
SCARB1	ENSG00000073060	14887	1188	1276	1327	681	1145	1378	1187	1725
	ENSG00000287242	2306	2	0	0	1	2	6	6	5
RNU6-927P	ENSG00000252008	100	0	0	0	0	0	0	0	0
MIR5188	ENSG00000265345	113	0	0	1	0	1	3	0	0
RPL22P19	ENSG00000241129	441	0	0	1	1	1	3	2	0
METTL7A	ENSG00000185432	4076	3271	3406	3893	2360	2941	3829	3292	4216
	ENSG00000274156	523	1	6	3	2	1	2	1	1
Y_RNA	ENSG00000199740	100	0	0	1	0	1	0	0	2
	ENSG00000271596	268	1	0	0	0	0	0	3	0
HIGD1C	ENSG00000214511	371	1	2	0	3	1	6	3	1
	ENSG00000274797	433	1	0	0	0	1	0	0	1
RNU6-87P	ENSG00000272028	108	4	0	1	0	0	1	0	0
RNU6-1273P	ENSG00000199903	104	0	0	0	0	0	0	0	0
LETMD1	ENSG00000050426	6032	973	960	1421	948	1098	1821	1333	1652
CSRNP2	ENSG00000110925	5230	1869	1720	4019	2219	1870	4069	3345	2652
RPL35AP29	ENSG00000244540	328	0	0	0	0	0	0	2	0
Y_RNA	ENSG00000200953	110	0	0	0	0	0	0	0	0
RNU6-199P	ENSG00000199824	107	1	0	0	0	0	0	0	0
	ENSG00000278126	898	32	49	16	5	56	26	19	64
	ENSG00000279455	588	0	0	0	0	0	0	0	0
	ENSG00000256258	617	0	0	0	0	1	0	0	0
LINC02414	ENSG00000256424	2064	0	0	0	0	0	0	0	0
	ENSG00000287639	1377	0	0	0	0	0	0	0	0
	ENSG00000279153	527	0	0	0	0	0	0	0	0
RNA5SP377	ENSG00000212154	112	0	0	0	0	0	0	0	0
	ENSG00000249926	1561	0	0	0	0	0	0	0	0
RPS6P21	ENSG00000243499	755	0	1	0	0	0	0	0	0
SFSWAP	ENSG00000061936	10158	2327	2373	3519	2062	2475	3841	3222	3440
	ENSG00000255933	666	16	7	22	4	4	20	7	24
RNA5SP378	ENSG00000200516	120	0	0	0	0	0	0	0	0
RNU6-1017P	ENSG00000200483	106	0	0	0	0	0	0	0	0
	ENSG00000256955	770	2	1	5	4	2	2	2	4
ULK1	ENSG00000177169	7620	2053	2033	4807	2360	2145	4851	4468	3348
	ENSG00000279283	1740	17	4	30	13	12	42	34	11
	ENSG00000255992	426	9	11	9	4	17	12	7	17
PUS1	ENSG00000177192	5732	1165	1303	1345	687	1205	1299	1127	1730
	ENSG00000273568	287	35	17	42	13	26	44	36	50
MMP17	ENSG00000198598	4001	220	279	377	225	234	418	412	329
	ENSG00000274373	705	2	0	0	0	0	0	0	0
	ENSG00000256783	1035	0	0	1	0	0	1	0	0
	ENSG00000256875	615	0	0	1	0	2	6	3	1
	ENSG00000280287	4219	169	145	204	106	147	210	224	201
	ENSG00000279700	1355	29	15	48	22	13	42	55	38
MIR6763	ENSG00000277052	65	2	1	1	1	1	1	4	3
	ENSG00000277186	668	3	1	6	2	3	8	0	4
LRCOL1	ENSG00000204583	1856	1	0	1	1	1	1	0	5
P2RX2	ENSG00000187848	1975	2	0	2	0	1	4	1	3
	ENSG00000280311	975	3	4	5	5	7	6	4	1
POLE	ENSG00000177084	16790	4697	4106	7826	4522	4526	7946	7359	6397
PXMP2	ENSG00000176894	1421	103	94	124	54	78	107	103	89
	ENSG00000256632	567	0	0	0	0	0	1	0	0
PGAM5	ENSG00000247077	3952	2861	3129	3506	1954	2994	3561	3252	4265
RNA5SP379	ENSG00000201469	113	1	1	0	0	0	1	0	0
	ENSG00000256108	574	1	0	0	0	0	0	1	1
FBRSL1	ENSG00000112787	9393	3674	4217	5982	2950	3883	6150	5294	6008
RPL30P13	ENSG00000229014	348	0	0	0	0	0	0	0	0
LINC02555	ENSG00000260943	1951	0	0	0	0	0	0	0	0
LRRK2-DT	ENSG00000225342	2280	7	3	6	3	4	4	2	6
	ENSG00000257296	429	0	0	0	0	0	0	0	0
	ENSG00000258073	145	3	2	0	3	0	0	1	0
TSPAN19	ENSG00000231738	4085	26	34	11	8	26	5	5	38
HSP90B1	ENSG00000166598	13092	15626	18894	17383	11420	16225	17706	14483	20199
MIR3652	ENSG00000284503	131	0	0	0	0	0	0	0	0
C12ORF73	ENSG00000204954	4435	347	355	430	247	333	398	313	478
TDG	ENSG00000139372	4885	2456	2740	3380	2295	2391	3981	3151	3339
	ENSG00000216285	765	25	18	13	23	23	27	12	38
LRRK2	ENSG00000188906	17100	113	76	51	21	102	56	30	184
SLC6A15	ENSG00000072041	20154	1640	1419	1077	710	1467	1319	1039	2228
RPL7P38	ENSG00000239473	739	1	2	0	0	0	0	0	0
RNU7-106P	ENSG00000238842	67	0	0	0	0	0	0	0	0
	ENSG00000230291	435	23	12	15	5	12	14	9	3
RN7SKP261	ENSG00000222880	278	0	0	0	0	0	0	0	0
PTPRQ	ENSG00000139304	12412	0	0	0	0	0	0	0	0
AKIRIN1P1	ENSG00000257786	544	0	0	0	0	0	0	0	0
	ENSG00000257429	734	0	0	0	0	0	0	0	0
OTOGL	ENSG00000165899	12279	0	0	0	0	0	0	0	0
	ENSG00000255644	456	0	0	2	0	0	3	0	3
KCNJ8	ENSG00000121361	2511	724	867	926	529	836	897	733	1157
	ENSG00000257022	522	0	0	0	2	0	0	0	0
	ENSG00000275567	205	0	0	0	0	0	0	0	0
	ENSG00000255627	533	0	0	0	0	0	0	0	0
OAS1	ENSG00000089127	13021	70	62	9	2	78	1	8	101
OAS3	ENSG00000111331	18045	10	9	0	1	5	3	7	6
OAS2	ENSG00000111335	11233	0	0	0	0	0	1	0	2
C12ORF43	ENSG00000157895	6140	542	619	859	411	568	791	733	800
OASL2P	ENSG00000283542	532	0	0	0	0	0	0	0	0
	ENSG00000256963	283	0	0	0	0	0	0	0	0
	ENSG00000279001	403	0	0	0	0	0	0	0	0
SNORA70	ENSG00000201945	132	0	0	0	0	0	0	0	0
	ENSG00000223538	271	0	0	0	0	0	0	0	0
OASL	ENSG00000135114	6315	13	6	0	0	2	0	2	6
	ENSG00000257738	735	0	0	4	0	0	0	0	0
	ENSG00000278351	254	0	0	0	0	0	0	0	0
	ENSG00000257368	673	0	0	4	0	0	0	1	0
	ENSG00000257657	3109	1	0	1	0	1	7	0	2
U6	ENSG00000283545	70	0	0	0	0	0	0	0	0
	ENSG00000273015	9730	339	425	720	377	399	754	678	553
Y_RNA	ENSG00000207176	98	0	0	0	0	0	0	0	0
RNU6-494P	ENSG00000253063	90	0	0	0	0	0	0	0	0
	ENSG00000257643	345	0	0	1	0	1	1	0	0
Y_RNA	ENSG00000201563	104	2	3	6	3	2	4	5	6
	ENSG00000276148	413	9	18	6	5	9	16	4	16
	ENSG00000257511	1005	40	28	31	10	29	44	35	39
	ENSG00000274105	856	7	6	13	1	17	12	9	11
	ENSG00000275854	731	33	34	45	34	36	40	38	65
ANO6	ENSG00000177119	8816	3401	3045	4741	3160	3420	4959	4196	4627
TCTN2	ENSG00000168778	5105	317	327	443	259	306	462	389	400
	ENSG00000258210	946	6	9	13	8	5	10	12	15
HMGA1P3	ENSG00000258011	324	0	1	1	2	0	2	1	3
ARPC3	ENSG00000111229	3027	3397	4410	3907	2487	3843	4269	3224	4892
GPN3	ENSG00000111231	2593	820	1054	1145	738	816	1149	998	1146
RPL31P49	ENSG00000241680	375	2	3	3	5	2	0	0	3
FAM216A	ENSG00000204856	2702	399	409	360	263	436	434	271	596
VPS29	ENSG00000111237	3219	1218	1360	1631	1149	1334	1910	1312	1721
	ENSG00000202335	70	0	0	0	0	0	0	0	0
	ENSG00000278993	1828	9	13	28	17	21	28	24	20
RAD9B	ENSG00000151164	4648	27	15	8	5	22	11	9	31
PPTC7	ENSG00000196850	5685	1117	850	1712	1110	999	1902	1565	1459
RN7SL387P	ENSG00000263537	273	0	0	0	0	0	0	0	0
HVCN1	ENSG00000122986	3646	10	15	16	10	23	16	18	31
PPP1CC	ENSG00000186298	6906	6567	7545	9278	5762	6608	9634	8140	9315
	ENSG00000279925	1658	0	0	0	0	1	1	0	0
	ENSG00000257268	581	0	0	0	0	0	0	0	0
RPL29P25	ENSG00000241286	850	0	0	0	0	0	0	0	0
TCTN1	ENSG00000204852	12558	1117	846	1757	1090	1151	2110	1490	1591
TUBA1A	ENSG00000167552	3823	27738	38853	31877	19262	31163	31738	27972	39320
	ENSG00000258101	1453	3	5	4	2	3	1	3	4
	ENSG00000258232	680	0	0	0	0	0	0	0	0
TROAP-AS1	ENSG00000258334	4166	30	30	20	16	30	38	17	38
PRPH	ENSG00000135406	3182	38	58	21	9	52	17	15	92
TROAP	ENSG00000135451	3954	1634	1671	2361	1318	1980	2386	1966	2424
C1QL4	ENSG00000186897	2073	158	178	94	41	222	83	73	218
DNAJC22	ENSG00000178401	5144	160	161	26	25	162	43	31	243
	ENSG00000257954	647	8	4	7	1	5	8	7	12
	ENSG00000257464	229	0	0	0	0	0	3	2	1
MIR6762	ENSG00000274822	86	0	0	0	0	3	0	0	0
PLBD2	ENSG00000151176	5264	1063	914	2380	1764	1300	2754	2246	1913
SDS	ENSG00000135094	3005	2	2	5	0	2	9	5	3
SDSL	ENSG00000139410	2073	19	23	20	13	18	19	41	21
LHX5	ENSG00000089116	3063	0	0	0	0	0	0	0	0
SLC8B1	ENSG00000089060	6768	251	261	520	349	270	558	488	433
RAB5B	ENSG00000111540	6525	2032	1928	3207	2002	1978	3356	2755	2847
	ENSG00000237493	604	30	20	21	12	26	32	31	35
SUOX	ENSG00000139531	5008	576	660	980	529	559	975	811	902
IKZF4	ENSG00000123411	6813	477	352	316	212	487	343	295	737
	ENSG00000273890	484	8	1	2	0	4	6	6	3
	ENSG00000257449	300	3	1	1	3	1	3	1	1
RPS26	ENSG00000197728	2053	3277	4286	4595	1573	3371	3393	4291	3536
	ENSG00000257411	489	0	0	0	0	0	0	0	0
PA2G4	ENSG00000170515	3580	3790	4470	4034	2559	4084	4101	3288	5317
	ENSG00000257553	434	0	0	0	0	0	0	0	0
RPL41	ENSG00000229117	1108	8345	9206	9992	4907	8291	9166	8416	9550
ESYT1	ENSG00000139641	5285	3379	3528	5178	2940	3545	5089	4969	4533
ZC3H10	ENSG00000135482	8363	313	259	850	513	273	808	768	428
	ENSG00000258345	470	1	0	0	0	0	1	3	1
	ENSG00000258317	1294	23	5	20	16	17	30	34	18
MYL6B-AS1	ENSG00000257809	540	5	5	0	0	2	0	1	2
MYL6B	ENSG00000196465	3259	1801	2560	2806	1307	2087	2675	2588	2669
MYL6	ENSG00000092841	4424	4384	6866	7353	4165	5444	6913	6409	5627
SMARCC2	ENSG00000139613	9179	4464	3591	6617	3931	4551	6604	5785	6695
	ENSG00000258199	403	9	5	6	2	8	2	7	10
RNF41	ENSG00000181852	6533	1561	1483	2428	1407	1455	2533	2111	2139
NABP2	ENSG00000139579	2201	2194	2812	1874	1078	2447	1827	1530	3320
SLC39A5	ENSG00000139540	2903	3	5	8	5	0	4	14	14
ANKRD52	ENSG00000139645	11096	5263	3867	7522	3931	4738	7546	6409	6795
COQ10A	ENSG00000135469	3211	475	591	834	468	570	919	707	889
	ENSG00000258260	542	2	3	2	1	2	1	0	4
CS	ENSG00000062485	6401	6564	6587	8898	5672	6470	9530	7644	9077
	ENSG00000144785	1053	0	1	0	2	0	0	1	0
	ENSG00000257740	437	33	33	36	32	38	45	30	34
CNPY2	ENSG00000257727	3019	278	225	285	165	226	311	206	289
IL23A	ENSG00000110944	1178	10	19	34	13	20	35	41	13
STAT2	ENSG00000170581	6198	1608	1333	2613	1559	1712	2850	2054	2280
RNU7-40P	ENSG00000252206	64	9	1	2	5	1	7	5	7
APOF	ENSG00000175336	1750	3	4	7	0	3	4	2	3
APONP	ENSG00000274823	514	0	0	0	0	0	0	0	0
	ENSG00000259099	1653	0	0	1	0	0	2	2	1
SLCO1B1	ENSG00000134538	2787	4	0	1	0	1	2	1	3
IAPP	ENSG00000121351	2151	0	0	1	0	0	2	0	0
PYROXD1	ENSG00000121350	5723	441	435	420	322	369	565	434	583
ELOCP31	ENSG00000256021	467	3	0	3	0	0	0	0	1
RECQL	ENSG00000004700	3779	1093	1158	1550	954	1224	1583	1484	1672
GOLT1B	ENSG00000111711	3789	1047	1027	1148	781	975	1332	998	1432
SPX	ENSG00000134548	7242	4	5	3	1	1	0	0	3
YARS2	ENSG00000139131	2147	503	566	443	268	452	527	414	750
	ENSG00000286950	954	0	0	0	1	0	0	0	0
	ENSG00000274976	426	2	2	0	0	0	1	0	1
RPL35AP27	ENSG00000244743	316	0	0	0	0	0	0	0	0
	ENSG00000257653	713	0	0	0	0	0	0	0	0
MIR4701	ENSG00000264201	63	1	1	5	2	0	2	2	2
ADCY6-DT	ENSG00000257660	554	3	5	6	0	7	8	3	3
	ENSG00000271547	511	5	0	22	3	4	13	1	2
Y_RNA	ENSG00000207467	106	1	1	1	0	1	1	1	0
CACNB3	ENSG00000167535	7153	1251	1229	1437	766	1321	1470	1264	1865
DDX23	ENSG00000174243	5427	4524	5162	6592	3667	4671	6260	5799	6290
RND1	ENSG00000172602	3948	37	32	79	53	34	110	112	52
ADCY6	ENSG00000174233	8462	2066	1945	3982	2122	2000	4197	3456	3134
MPHOSPH9	ENSG00000051825	10304	1849	1402	3241	2108	1790	3557	2842	2462
CDK2AP1	ENSG00000111328	6027	8474	10030	8908	5163	9204	8590	7646	10766
	ENSG00000269980	343	11	3	5	2	2	4	2	6
RNA5SP375	ENSG00000199845	119	0	0	0	0	0	0	0	0
SBNO1	ENSG00000139697	11128	2976	2387	4600	2756	2395	4761	3795	3667
Y_RNA	ENSG00000207189	102	1	0	2	0	0	0	0	0
MIR8072	ENSG00000284425	80	0	0	0	0	0	0	0	0
MTRFR	ENSG00000130921	8318	962	984	1181	734	987	1263	1053	1290
DHX37	ENSG00000150990	6908	1679	1618	1995	939	1678	1830	1843	2347
BRI3BP	ENSG00000184992	6703	1306	1266	1664	980	1276	1791	1467	1779
THRIL	ENSG00000280634	1977	0	0	0	0	0	0	0	0
	ENSG00000256093	223	0	0	2	0	0	0	0	0
AACS	ENSG00000081760	16039	964	905	2133	1143	897	2087	1918	1377
	ENSG00000279233	3467	115	111	307	168	103	346	254	182
	ENSG00000256814	585	0	0	1	0	0	0	0	0
	ENSG00000287240	950	0	0	0	0	0	0	0	0
	ENSG00000280117	4394	0	0	0	0	0	0	0	0
	ENSG00000279462	982	0	0	0	0	0	0	0	0
GRIN2B	ENSG00000273079	31134	0	0	0	0	1	2	0	0
LLPH	ENSG00000139233	7975	758	1160	1049	678	871	1053	855	1278
	ENSG00000228144	984	0	0	0	0	0	0	0	0
LLPH-DT	ENSG00000239335	623	36	36	65	36	47	84	60	68
IRAK3	ENSG00000090376	9688	0	2	2	0	0	0	1	1
RBMS1P1	ENSG00000225422	1156	13	2	9	6	4	6	6	8
MIR6502	ENSG00000284011	76	0	0	0	0	0	0	0	0
	ENSG00000256072	523	0	0	0	0	0	0	0	0
PDCL3P7	ENSG00000256777	712	0	0	0	0	0	0	0	0
RN7SKP166	ENSG00000222744	305	0	0	0	0	0	0	0	0
HELB	ENSG00000127311	4603	140	62	82	45	90	113	51	120
GRIP1	ENSG00000155974	6570	3	9	2	3	2	1	1	13
OSBPL9P5	ENSG00000256285	171	0	0	0	0	0	0	0	0
OSBPL9P4	ENSG00000256420	1800	0	0	0	0	0	0	0	0
	ENSG00000257083	2264	0	0	0	0	0	0	0	0
	ENSG00000279310	261	0	0	0	0	0	0	1	0
RAB11AP2	ENSG00000255976	639	0	0	0	0	0	0	0	0
SLC11A2	ENSG00000110911	9888	1685	1559	2033	1408	1741	2296	1814	2463
RDH16	ENSG00000139547	3464	4	2	23	14	1	17	11	6
DNAJC14	ENSG00000135392	4190	795	860	1065	685	861	1183	987	1140
ACTR6	ENSG00000075089	3813	1184	1326	1589	1034	1208	1765	1398	1721
CLIP1	ENSG00000130779	18596	1149	864	1104	686	1063	1159	955	1630
ST8SIA1	ENSG00000111728	14483	6	8	9	7	6	4	3	4
ZNF140	ENSG00000196387	4450	128	96	169	124	99	160	166	176
NUAK1	ENSG00000074590	5924	56	59	30	17	74	33	28	126
TBC1D15	ENSG00000121749	8227	931	1098	1171	788	1024	1302	1082	1395
H1-7	ENSG00000187166	1300	0	0	3	0	0	8	3	2
ZDHHC17	ENSG00000186908	8285	2123	1757	2847	1880	2081	3399	2531	2894
HOXC5	ENSG00000172789	1611	68	63	50	32	65	45	59	96
SIRT4	ENSG00000089163	1222	28	44	87	62	33	90	75	43
OR2AP1	ENSG00000179615	1548	0	0	0	0	0	0	0	0
OR6C2	ENSG00000179695	2112	0	0	0	0	0	0	0	0
CLEC4A	ENSG00000111729	1296	1	0	0	0	0	1	0	1
PHLDA1	ENSG00000139289	5913	127	161	333	155	142	333	257	195
GLT8D2	ENSG00000120820	3268	38	40	37	23	49	34	27	66
LIN7A	ENSG00000111052	6804	12	10	2	4	19	9	1	13
C12ORF71	ENSG00000214700	1022	0	2	2	0	0	3	7	1
FIGNL2	ENSG00000261308	4705	51	44	79	36	44	94	63	72
ZNF891	ENSG00000214029	17434	637	353	838	500	472	890	596	729
LMBR1L	ENSG00000139636	5462	987	927	2230	1330	1105	2536	1829	1622
RILPL2	ENSG00000150977	1752	244	316	386	175	277	353	269	345
PLEKHA5	ENSG00000052126	12577	511	547	577	394	567	571	506	632
WNK1	ENSG00000060237	17280	7730	5075	12323	7101	6391	12414	11385	9982
DNM1L	ENSG00000087470	7282	3905	3651	5748	3592	3712	6189	5073	5477
TBC1D30	ENSG00000111490	9877	43	34	28	14	30	38	34	48
CLLU1-AS1	ENSG00000205057	686	0	0	0	0	0	0	0	0
CLLU1	ENSG00000257127	6810	0	0	0	0	0	0	0	0
KRT19P2	ENSG00000216306	1012	0	0	0	0	0	0	0	0
MIR492	ENSG00000283998	116	0	0	0	0	0	0	0	0
NR2C1	ENSG00000120798	6454	761	721	1133	750	813	1281	951	1108
	ENSG00000257121	515	0	0	0	0	0	1	1	0
	ENSG00000237774	630	0	0	0	0	1	0	0	0
NDUFA12	ENSG00000184752	8223	1060	1231	1342	711	1114	1227	1128	1297
RNF10	ENSG00000022840	5900	3501	3918	4873	2930	3644	5249	4405	5041
	ENSG00000288623	261	0	0	0	0	0	0	0	0
SLC25A3	ENSG00000075415	8896	9354	11951	14113	7981	9021	14260	12459	12869
APAF1	ENSG00000120868	7759	1029	797	1533	1045	989	1740	1204	1424
	ENSG00000240424	576	0	0	0	0	0	0	0	0
CREBL2	ENSG00000111269	3922	1139	1245	1619	1017	1096	1643	1403	1650
RPL21P136	ENSG00000271215	396	0	0	1	0	0	4	0	0
	ENSG00000275963	775	2	4	2	1	2	9	2	4
GPR19	ENSG00000183150	2624	48	53	24	16	62	11	25	77
	ENSG00000257004	241	1	0	0	0	1	0	0	1
	ENSG00000256658	150	2	2	3	0	1	4	0	0
APOLD1	ENSG00000178878	7191	188	181	386	235	212	412	314	303
MIR613	ENSG00000207983	95	0	3	0	0	0	1	1	0
STX8P1	ENSG00000270296	355	3	0	0	0	1	2	1	1
DDX47	ENSG00000213782	5040	73	80	92	70	62	126	70	122
	ENSG00000242329	276	0	0	0	0	0	0	0	0
CLIC1P1	ENSG00000231313	724	0	2	2	0	0	0	1	0
RPL12P33	ENSG00000244585	492	0	0	1	0	0	0	0	0
HNF1A-AS1	ENSG00000241388	4671	0	0	0	0	0	0	0	0
HNF1A	ENSG00000135100	5028	1	1	2	2	2	3	1	7
ATP2A2	ENSG00000174437	13745	12945	11558	17241	10383	12105	17281	15328	17650
RN7SL769P	ENSG00000276956	295	0	0	0	0	0	0	0	0
PYM1	ENSG00000170473	2406	646	868	803	397	687	745	717	860
PMEL	ENSG00000185664	3671	54	58	63	23	71	72	51	67
CDK2	ENSG00000123374	3887	1757	2151	2059	1358	1886	2307	1800	2717
	ENSG00000257823	906	0	0	1	0	1	1	0	0
	ENSG00000273987	689	20	7	14	6	9	18	7	11
GLIPR1L1	ENSG00000173401	1353	10	11	20	24	15	32	31	40
GLIPR1L2	ENSG00000180481	3771	1	2	3	2	4	6	1	3
GLIPR1	ENSG00000139278	6210	26	22	22	12	12	34	31	34
	ENSG00000257497	1482	4	6	0	5	3	7	0	11
KRR1	ENSG00000111615	10747	1198	1191	1202	837	1140	1282	1083	1560
	ENSG00000257777	1505	0	0	0	0	0	0	0	0
OR6C4	ENSG00000179626	5151	0	0	0	0	0	0	0	0
LMNTD1	ENSG00000152936	3083	119	80	23	11	86	28	19	131
	ENSG00000257009	553	0	0	0	0	0	0	0	0
TRHDE-AS1	ENSG00000236333	18092	31	16	21	6	13	18	20	40
H3P35	ENSG00000257287	354	0	0	0	0	0	0	0	0
CHCHD3P2	ENSG00000257723	639	0	0	0	0	0	0	0	0
	ENSG00000258235	381	0	0	0	0	0	0	0	0
ERBB3	ENSG00000065361	11711	15	22	20	13	27	18	9	33
TRHDE	ENSG00000072657	12264	29	27	13	8	19	15	18	48
OR6C7P	ENSG00000257757	934	0	0	0	0	0	0	0	0
OR6C75	ENSG00000187857	4569	0	0	0	0	0	0	0	0
OR6C71P	ENSG00000203408	1107	0	0	0	0	0	0	0	0
OR6C66P	ENSG00000233606	4713	0	0	0	0	0	0	0	0
OR6C73P	ENSG00000257414	358	0	0	0	0	0	0	0	0
PHC1P1	ENSG00000179899	3061	225	130	323	210	177	415	284	298
OR6C76	ENSG00000185821	939	0	0	0	0	0	0	0	0
PKP2	ENSG00000057294	6970	416	398	805	487	493	884	576	639
ASS1P14	ENSG00000257316	1233	0	0	0	0	0	0	0	0
	ENSG00000257435	320	0	0	0	0	0	0	0	0
OR6C69P	ENSG00000213451	893	0	0	0	0	0	0	0	0
OR6C72P	ENSG00000205331	892	0	0	0	0	0	0	0	0
OR6C6	ENSG00000188324	1521	0	0	0	0	0	0	0	0
OR6C5P	ENSG00000230307	923	0	0	0	0	0	0	0	0
ANP32D	ENSG00000139223	1064	0	0	1	0	0	0	0	0
C12ORF54	ENSG00000177627	1874	0	1	0	0	0	0	0	0
	ENSG00000258121	588	0	0	0	0	0	0	0	0
RPS10P20	ENSG00000240443	463	0	0	0	0	0	0	0	0
	ENSG00000197376	2209	0	0	0	0	0	0	0	0
OR8S1	ENSG00000284723	939	0	0	0	0	0	0	0	0
OR5BS1P	ENSG00000198678	936	0	0	0	0	0	0	0	0
LALBA	ENSG00000167531	1247	0	0	0	0	0	0	0	0
	ENSG00000257870	592	0	0	0	0	0	0	0	0
NEUROD4	ENSG00000123307	3927	0	0	0	0	0	0	0	0
OR9K1P	ENSG00000196534	3217	0	0	0	0	1	0	0	0
	ENSG00000257350	1453	0	0	0	0	0	0	0	0
OR9K2	ENSG00000170605	3265	0	0	0	0	0	0	0	0
OR9R1P	ENSG00000224622	877	0	0	0	0	0	0	0	0
	ENSG00000271370	379	0	0	0	0	1	0	0	0
DUSP16	ENSG00000111266	7132	2051	1815	1981	1176	1861	2084	1798	2418
	ENSG00000255670	412	2	2	9	6	1	16	8	6
	ENSG00000241352	759	1	4	1	0	0	2	1	1
RPL13AP20	ENSG00000234498	609	8	9	11	4	8	4	3	11
GPRC5A	ENSG00000013588	7663	26	29	2	1	40	0	0	26
MIR614	ENSG00000283759	90	0	0	0	0	0	0	0	0
GPRC5D	ENSG00000111291	1124	10	4	2	10	9	10	16	8
	ENSG00000256011	369	0	0	0	0	2	0	0	0
	ENSG00000221611	91	0	0	0	0	0	2	0	0
HEBP1	ENSG00000013583	3428	197	270	372	226	249	403	338	310
HTR7P1	ENSG00000183935	4411	78	80	150	97	73	196	145	124
	ENSG00000278255	459	0	0	0	0	0	0	0	0
CACNA1C-AS4	ENSG00000256025	1787	0	0	0	0	0	0	0	0
CACNA1C-IT3	ENSG00000256721	622	0	0	0	0	0	0	0	0
	ENSG00000285555	1546	0	0	0	0	0	0	0	0
	ENSG00000285734	3191	0	0	0	0	0	0	0	0
CACNA1C-AS3	ENSG00000256769	444	0	0	0	0	0	0	0	0
	ENSG00000203648	732	0	0	0	0	0	0	0	0
CACNA1C-AS2	ENSG00000256271	609	0	0	0	0	0	0	0	0
CACNA1C-AS1	ENSG00000246627	2639	2	1	0	0	2	0	0	0
	ENSG00000258204	480	0	0	0	0	1	1	0	1
	ENSG00000257458	512	1	0	0	0	0	0	0	0
RNA5SP366	ENSG00000202324	123	0	0	0	0	0	0	0	0
	ENSG00000258039	1038	0	0	0	0	0	0	0	0
FAM71C	ENSG00000180219	1864	0	0	0	0	0	0	0	0
	ENSG00000287675	575	0	0	0	0	0	0	0	0
ARL6IP4	ENSG00000182196	2781	28	34	52	26	37	57	51	50
PRKAG1	ENSG00000181929	4166	42	26	85	38	42	86	57	55
CDKN1B	ENSG00000111276	9255	2023	2321	2223	1225	1933	2306	2101	2641
ERP29	ENSG00000089248	3049	2530	3448	3775	2307	3038	3346	3743	3202
	ENSG00000274227	627	3	2	6	7	3	11	5	13
NAA25	ENSG00000111300	9902	1879	1619	1908	1214	1661	2074	1646	2568
MIR3657	ENSG00000266370	117	1	1	0	2	0	1	2	1
	ENSG00000258323	596	3	0	3	0	3	1	1	1
